3.850122999999999740e-02 -3.401073888888868169e+01 6.195754438424424748e+00
4.319894999999999985e-02 2.561697222222278469e+00 3.811967452637051501e+00
4.789666000000000062e-02 1.600788777777768246e+01 2.376563853786092029e+00
5.259438000000000307e-02 1.535150999999996202e+01 1.997013469602076263e+00
5.729208999999999691e-02 1.945540111111114356e+01 1.554522081308521209e+00
6.198979999999999768e-02 1.917214722222223600e+01 1.271338916228756055e+00
6.668752000000000013e-02 2.099511777777777866e+01 1.104103881302155088e+00
7.138522999999999397e-02 1.952172111111110553e+01 9.637657040517285667e-01
7.608294000000000168e-02 2.006281944444444321e+01 8.087689705613038127e-01
8.078066000000000413e-02 2.094877999999999929e+01 7.116073602954028354e-01
8.547836999999999796e-02 2.056790655555556668e+01 6.598831989289646316e-01
9.017609000000000041e-02 2.115891555555555215e+01 5.836982033914418500e-01
9.487379999999999425e-02 2.199841944444445119e+01 5.179616776180727689e-01
9.957151000000000196e-02 2.165193333333333214e+01 4.773536120750304645e-01
1.042692000000000063e-01 2.215212644444444123e+01 4.311734930398483101e-01
1.089669000000000054e-01 2.150037822222222417e+01 4.209702757520764616e-01
1.136646999999999935e-01 2.162165933333332646e+01 3.756583907633087582e-01
1.183624000000000065e-01 2.127686105555556040e+01 3.463527356571158844e-01
1.230601000000000056e-01 2.079411233333333087e+01 3.262951731005065414e-01
1.277578000000000047e-01 2.029857327777778409e+01 3.242336327750588443e-01
1.324555000000000038e-01 2.087744072222222513e+01 3.027010685512614430e-01
1.371532000000000029e-01 2.084653761111110626e+01 2.801108829438807568e-01
1.418509000000000020e-01 2.060579811111111326e+01 2.667221509276416769e-01
1.465487000000000040e-01 2.067684005555556581e+01 2.626646830363795759e-01
1.512464000000000031e-01 2.081573283333334246e+01 2.542718513418646964e-01
1.559441000000000022e-01 2.069093400000000216e+01 2.393639343620823090e-01
1.606418000000000013e-01 2.028323544444444337e+01 2.270849684567184390e-01
1.653395000000000004e-01 2.056939333333333764e+01 2.236240244785555054e-01
1.700371999999999995e-01 2.053703977777777823e+01 2.262405318576685420e-01
1.747348999999999986e-01 2.050357999999999592e+01 2.109730364666207447e-01
1.794325999999999977e-01 2.049186002222222314e+01 2.027412003318380118e-01
1.841303999999999996e-01 2.051722866666666434e+01 2.015461177673492366e-01
1.888280999999999987e-01 2.025493646111111445e+01 2.021729566047551219e-01
1.935257999999999978e-01 1.998910958333333099e+01 1.918314156399837100e-01
1.982234999999999969e-01 2.059941102777777999e+01 1.835280586288055571e-01
2.029211999999999960e-01 2.023144857222222726e+01 1.824344211414838657e-01
2.076188999999999951e-01 2.033168840555555690e+01 1.844561246421505263e-01
2.123165999999999942e-01 2.018500317777777653e+01 1.789322824789335575e-01
2.170143999999999962e-01 2.021405241666666797e+01 1.667157490365432093e-01
2.217120999999999953e-01 2.018024585000000215e+01 1.721377472508345829e-01
2.264097999999999944e-01 1.984475876666666849e+01 1.673800995593383856e-01
2.311074999999999935e-01 2.030016509444443784e+01 1.711922942110425394e-01
2.358051999999999926e-01 2.021232081111111256e+01 1.579501512973036093e-01
2.405028999999999917e-01 2.038077509444444502e+01 1.610950249380172783e-01
2.452005999999999908e-01 2.018757992222221986e+01 1.578802944529623664e-01
2.498983999999999928e-01 2.019188115000000394e+01 1.611841396572598339e-01
2.545960999999999919e-01 2.015178993333333324e+01 1.490116730821332836e-01
2.592938000000000187e-01 2.019334656666666916e+01 1.494019312213235307e-01
2.639914999999999901e-01 2.013673755555555545e+01 1.518832624754012650e-01
2.686892000000000169e-01 2.001180147222222061e+01 1.513233047139147247e-01
2.733868999999999883e-01 1.995804834444444253e+01 1.424046460740995834e-01
2.780846000000000151e-01 2.028663869999999747e+01 1.435321636495258957e-01
2.827822999999999865e-01 2.023509086111111088e+01 1.438686822178956159e-01
2.874801000000000162e-01 2.011566846666666919e+01 1.443609528127436370e-01
2.921777999999999875e-01 2.022395103888888457e+01 1.427807650023262820e-01
2.968755000000000144e-01 2.002487353888888677e+01 1.337860801916760101e-01
3.015731999999999857e-01 1.998112799444444221e+01 1.376377290099133066e-01
3.062709000000000126e-01 2.003802993333333049e+01 1.367410046565918358e-01
3.109685999999999839e-01 1.992088560555555432e+01 1.377503346951459151e-01
3.156663000000000108e-01 2.000663090555555357e+01 1.287069599290002753e-01
3.203640999999999850e-01 1.998851788333333346e+01 1.328942239334097997e-01
3.250618000000000118e-01 2.005755936111111026e+01 1.296649224290760960e-01
3.297594999999999832e-01 2.008737776111111017e+01 1.343350844026202362e-01
3.344572000000000100e-01 1.998331234999999140e+01 1.263571438300686578e-01
3.391548999999999814e-01 1.992146972777777592e+01 1.266621635805719737e-01
3.438526000000000082e-01 2.023783926666666844e+01 1.299892667467733576e-01
3.485502999999999796e-01 2.015362451111111142e+01 1.294198712269007401e-01
3.532481000000000093e-01 2.003529183333333918e+01 1.296588492108335933e-01
3.579457999999999807e-01 2.011617175555555548e+01 1.335728005476276570e-01
3.626435000000000075e-01 2.026758979999999610e+01 1.384403847195806725e-01
3.673411999999999789e-01 2.009158436111111001e+01 1.365267807766093744e-01
3.720389000000000057e-01 2.017685594444444064e+01 1.393499316162248591e-01
3.767365999999999771e-01 2.031960544444444139e+01 1.379501508617554106e-01
3.814343000000000039e-01 2.020814409444444237e+01 1.415192877505027369e-01
